 50  30  1
 1.000000E-06
 1.238996E-06
 1.535112E-06
 1.901999E-06
 2.356571E-06
 2.919784E-06
 3.617603E-06
 4.482199E-06
 5.553430E-06
 6.880682E-06
 8.525142E-06
 1.056262E-05
 1.308705E-05
 1.621482E-05
 2.009011E-05
 2.489158E-05
 3.084059E-05
 3.821139E-05
 4.734378E-05
 5.865879E-05
 7.267806E-05
 9.004787E-05
 1.115690E-04
 1.382336E-04
 1.712710E-04
 2.122042E-04
 2.629204E-04
 3.257575E-04
 4.036125E-04
 5.000746E-04
 3.353513E-02  1.194877E-03  1.445100E-05
 3.014119E-02  8.336438E-04  8.438055E-06
 2.825850E-02  6.669299E-04  6.045238E-06
 2.595173E-02  4.939059E-04  3.857907E-06
 2.456848E-02  4.058536E-04  2.875744E-06
 2.235298E-02  2.877247E-04  1.718626E-06
 1.921333E-02  1.639157E-04  7.404256E-07
 1.828648E-02  1.360369E-04  5.598029E-07
 1.705720E-02  1.044451E-04  3.768961E-07
 1.661168E-02  9.441071E-05  3.236136E-07
 1.598668E-02  8.151573E-05  2.598837E-07
 1.447862E-02  5.565022E-05  1.468962E-07
 1.328048E-02  3.980661E-05  8.878270E-08
 1.200182E-02  2.681827E-05  4.909048E-08
 1.181864E-02  2.525160E-05  4.491110E-08
 1.146874E-02  2.244690E-05  3.771462E-08
 1.036541E-02  1.508714E-05  2.066275E-08
 1.099698E-02  1.903640E-05  2.943546E-08
 9.705304E-03  1.164130E-05  1.401500E-08
 9.146382E-03  9.210702E-06  9.938845E-09
 8.506889E-03  6.915328E-06  6.412746E-09
 7.831769E-03  4.983547E-06  3.923926E-09
 7.078757E-03  3.336525E-06  2.159660E-09
 5.893333E-03  1.609733E-06  7.260568E-10
 5.025937E-03  8.536749E-07  2.729792E-10
 4.433422E-03  5.176838E-07  1.138483E-10
 3.825215E-03  2.871854E-07  6.871950E-11
 3.549440E-03  2.130258E-07  4.279296E-11
 3.034851E-03  1.139642E-07  1.320506E-11
 2.387623E-03  4.368971E-08  5.899305E-12
 2.057811E-03  2.413002E-08  -1.203991E-12
 1.826921E-03  1.497814E-08  3.155373E-12
 1.663156E-03  1.030113E-08  -1.531637E-12
 1.567061E-03  8.111209E-09  9.917659E-13
 1.488439E-03  6.604543E-09  3.368454E-13
 1.409372E-03  5.314572E-09  -1.283701E-12
 1.330705E-03  4.225172E-09  -1.193975E-12
 1.251933E-03  3.311696E-09  -1.518614E-12
 1.174132E-03  2.558936E-09  -3.449489E-13
 1.095844E-03  1.941416E-09  -9.806707E-14
 9.974022E-04  1.327624E-09  1.310020E-12
 9.044850E-04  8.998886E-10  4.716377E-13
 8.107370E-04  5.829020E-10  -2.991549E-13
 6.878105E-04  3.008072E-10  1.916953E-13
 5.920068E-04  1.667335E-10  -3.488645E-13
 5.126877E-04  9.312614E-11  -4.701444E-14
 4.278156E-04  4.500313E-11  1.351300E-14
 3.386404E-04  1.765787E-11  -2.465319E-15
 2.516592E-04  5.461978E-12  -1.129701E-14
 1.571589E-04  8.523221E-13  -8.448067E-15
 4.093335E-02  2.305856E-03  3.950379E-05
 3.649874E-02  1.607949E-03  2.306761E-05
 3.407567E-02  1.286015E-03  1.652407E-05
 3.114211E-02  9.520435E-04  1.054521E-05
 2.940105E-02  7.821483E-04  7.860280E-06
 2.663950E-02  5.543064E-04  4.697151E-06
 2.277928E-02  3.156405E-04  2.023248E-06
 2.165078E-02  2.619239E-04  1.530578E-06
 2.016090E-02  2.010619E-04  1.029766E-06
 1.962307E-02  1.817370E-04  8.855458E-07
 1.886983E-02  1.569007E-04  7.105884E-07
 1.705971E-02  1.070932E-04  4.008892E-07
 1.562869E-02  7.659413E-05  2.427971E-07
 1.410724E-02  5.159516E-05  1.342343E-07
 1.388969E-02  4.857985E-05  1.226495E-07
 1.347448E-02  4.318224E-05  1.028282E-07
 1.216810E-02  2.902153E-05  5.672286E-08
 1.291546E-02  3.661983E-05  8.037221E-08
 1.138785E-02  2.239145E-05  3.835394E-08
 1.072809E-02  1.771512E-05  2.700967E-08
 9.974504E-03  1.330029E-05  1.769780E-08
 9.179345E-03  9.583965E-06  1.067798E-08
 8.293798E-03  6.416181E-06  5.853871E-09
 6.901805E-03  3.095464E-06  2.020068E-09
 5.884357E-03  1.641531E-06  7.788261E-10
 5.189727E-03  9.954088E-07  3.352924E-10
 4.476689E-03  5.520937E-07  1.435970E-10
 4.153976E-03  4.095630E-07  1.019830E-10
 3.551537E-03  2.191180E-07  3.754272E-11
 2.794191E-03  8.401571E-08  2.042627E-11
 2.408417E-03  4.641096E-08  5.900688E-12
 2.137052E-03  2.878358E-08  1.247106E-12
 1.945878E-03  1.980520E-08  -2.570500E-12
 1.833278E-03  1.559276E-08  1.381379E-12
 1.741797E-03  1.270030E-08  1.753294E-12
 1.649454E-03  1.022444E-08  2.700828E-13
 1.558003E-03  8.133153E-09  1.670941E-12
 1.466046E-03  6.376909E-09  1.025309E-12
 1.373839E-03  4.921040E-09  -1.323594E-13
 1.281458E-03  3.729086E-09  -1.529088E-12
 1.165836E-03  2.548038E-09  7.826037E-13
 1.058328E-03  1.729664E-09  7.370087E-13
 9.485792E-04  1.120681E-09  -5.700891E-13
 8.052588E-04  5.785822E-10  4.707819E-13
 6.939178E-04  3.215872E-10  -2.643488E-13
 5.990996E-04  1.788817E-10  -1.535593E-13
 4.990920E-04  8.613462E-11  -1.268058E-13
 3.943375E-04  3.378414E-11  -6.956497E-14
 2.934801E-04  1.045634E-11  -3.926947E-14
 1.840258E-04  1.655710E-12  -9.466076E-15
 5.522372E-02  5.466960E-03  1.429898E-04
 4.848227E-02  3.809640E-03  8.350273E-05
 4.489003E-02  3.045615E-03  5.981760E-05
 4.062882E-02  2.253458E-03  3.817201E-05
 3.814531E-02  1.850704E-03  2.845365E-05
 3.427472E-02  1.310881E-03  1.700411E-05
 2.899945E-02  7.458854E-04  7.321936E-06
 2.748548E-02  6.188128E-04  5.538715E-06
 2.550504E-02  4.748902E-04  3.728270E-06
 2.479483E-02  4.291996E-04  3.204303E-06
 2.380455E-02  3.704934E-04  2.571407E-06
 2.144386E-02  2.528019E-04  1.451859E-06
 1.959484E-02  1.807602E-04  8.784166E-07
 1.764445E-02  1.217334E-04  4.857623E-07
 1.736677E-02  1.146153E-04  4.438543E-07
 1.683753E-02  1.018737E-04  3.719264E-07
 1.517874E-02  6.845398E-05  2.053315E-07
 1.612651E-02  8.638486E-05  2.906546E-07
 1.419229E-02  5.281003E-05  1.390823E-07
 1.336029E-02  4.177722E-05  9.789189E-08
 1.241214E-02  3.136207E-05  6.366894E-08
 1.141457E-02  2.259792E-05  3.897862E-08
 1.030588E-02  1.512720E-05  2.139184E-08
 8.567906E-03  7.296939E-06  7.262182E-09
 7.300625E-03  3.869212E-06  2.781656E-09
 6.437071E-03  2.346362E-06  1.323467E-09
 5.550712E-03  1.301202E-06  5.198381E-10
 5.149985E-03  9.652463E-07  3.495865E-10
 4.402093E-03  5.163641E-07  1.172757E-10
 3.462401E-03  1.979443E-07  3.764592E-11
 2.984623E-03  1.093743E-07  1.824277E-11
 2.648383E-03  6.784342E-08  9.425561E-12
 2.411773E-03  4.668839E-08  1.066159E-12
 2.271720E-03  3.674471E-08  3.523106E-12
 2.157624E-03  2.991808E-08  1.704585E-13
 2.044782E-03  2.410669E-08  5.694661E-12
 1.930830E-03  1.916917E-08  5.259805E-12
 1.816172E-03  1.502053E-08  -2.377287E-13
 1.703073E-03  1.160372E-08  2.524434E-12
 1.588486E-03  8.796222E-09  -2.389664E-13
 1.443403E-03  5.997629E-09  -8.811858E-13
 1.310231E-03  4.070829E-09  -3.116265E-13
 1.175354E-03  2.640323E-09  -1.586302E-12
 9.958311E-04  1.359781E-09  -3.414841E-13
 8.606558E-04  7.584442E-10  -3.843259E-13
 7.428692E-04  4.216057E-10  -3.381911E-13
 6.195636E-04  2.036637E-10  -2.985778E-14
 4.902230E-04  7.984936E-11  -7.135020E-14
 3.651093E-04  2.480865E-11  -2.638894E-14
 2.313218E-04  3.974937E-12  6.598221E-15
 7.828710E-02  1.297981E-02  5.172197E-04
 6.716944E-02  9.040533E-03  3.021766E-04
 6.141419E-02  7.224638E-03  2.164966E-04
 5.475407E-02  5.342496E-03  1.381718E-04
 5.096052E-02  4.385977E-03  1.030003E-04
 4.518270E-02  3.104613E-03  6.155527E-05
 3.757729E-02  1.764762E-03  2.650530E-05
 3.545161E-02  1.463670E-03  2.004728E-05
 3.270831E-02  1.122807E-03  1.349196E-05
 3.173472E-02  1.014639E-03  1.159740E-05
 3.038575E-02  8.756850E-04  9.306488E-06
 2.720915E-02  5.972348E-04  5.252375E-06
 2.475764E-02  4.268896E-04  3.178303E-06
 2.220361E-02  2.873892E-04  1.758437E-06
 2.184242E-02  2.705707E-04  1.606513E-06
 2.115573E-02  2.404698E-04  1.346401E-06
 1.901641E-02  1.615359E-04  7.420299E-07
 2.023638E-02  2.038823E-04  1.051397E-06
 1.775317E-02  1.246017E-04  5.033391E-07
 1.669216E-02  9.855754E-05  3.541029E-07
 1.548789E-02  7.397675E-05  2.303611E-07
 1.422596E-02  5.329637E-05  1.409177E-07
 1.282875E-02  3.567183E-05  7.725549E-08
 1.064833E-02  1.720301E-05  2.583743E-08
 9.065186E-03  9.121159E-06  1.002817E-08
 7.988810E-03  5.530849E-06  4.765051E-09
 6.885700E-03  3.067068E-06  1.935983E-09
 6.387233E-03  2.275018E-06  1.240186E-09
 5.458310E-03  1.217040E-06  4.610952E-10
 4.291734E-03  4.665041E-07  1.280842E-10
 3.698977E-03  2.577491E-07  5.389456E-11
 3.281895E-03  1.598607E-07  2.065244E-11
 2.989146E-03  1.100485E-07  1.496788E-11
 2.815047E-03  8.658950E-08  9.577097E-12
 2.673772E-03  7.050917E-08  3.925133E-12
 2.532639E-03  5.677523E-08  1.144088E-12
 2.391852E-03  4.515045E-08  4.074115E-12
 2.251175E-03  3.541976E-08  8.970014E-12
 2.110218E-03  2.734706E-08  7.129730E-12
 1.968793E-03  2.073586E-08  2.416812E-12
 1.788278E-03  1.413148E-08  -2.869265E-12
 1.623058E-03  9.589681E-09  -2.044577E-12
 1.457698E-03  6.234001E-09  9.922366E-13
 1.234672E-03  3.207448E-09  4.034255E-13
 1.066172E-03  1.788107E-09  -5.917927E-13
 9.220786E-04  9.970077E-10  5.717167E-13
 7.684358E-04  4.809451E-10  3.237699E-13
 6.069456E-04  1.884185E-10  -7.006778E-14
 4.550150E-04  5.877250E-11  5.981981E-14
 2.901404E-04  9.475196E-12  5.819855E-14
 0.1187611  3.079700E-02  1.865839E-03
 9.884995E-02  2.146645E-02  1.091762E-03
 8.881936E-02  1.715594E-02  7.826978E-04
 7.750003E-02  1.268401E-02  4.998088E-04
 7.121034E-02  1.041047E-02  3.726821E-04
 6.187829E-02  7.364837E-03  2.227757E-04
 5.010217E-02  4.181915E-03  9.594424E-05
 4.692184E-02  3.467186E-03  7.256944E-05
 4.289185E-02  2.658433E-03  4.884070E-05
 4.148188E-02  2.401892E-03  4.198187E-05
 3.954578E-02  2.072421E-03  3.368797E-05
 3.506626E-02  1.412555E-03  1.901069E-05
 3.168387E-02  1.009173E-03  1.150401E-05
 2.822565E-02  6.790494E-04  6.363671E-06
 2.774175E-02  6.392652E-04  5.813939E-06
